id	city_id	country_id	name
1313	25	24	Россия,Москва,Центральный АО,ст. Китай-город
1622	25	24	Россия,Москва,Центральный АО,ст. Комсомольская
1615	25	24	Россия,Москва,Центральный АО,ст. Краснопресненская
1326	25	24	Россия,Москва,Центральный АО,ст. Красносельская
1327	25	24	Россия,Москва,Центральный АО,ст. Красные ворота
1586	25	24	Россия,Москва,Центральный АО,ст. Крестьянская застава
3132	25	24	Россия,Москва,Центральный АО,ст. Кропоткинская
1513	25	24	Россия,Москва,Центральный АО,ст. Кузнецкий мост
1621	25	24	Россия,Москва,Центральный АО,ст. Курская
1329	25	24	Россия,Москва,Центральный АО,ст. Лубянка
1501	25	24	Россия,Москва,Центральный АО,ст. Марксистская
1607	25	24	Россия,Москва,Центральный АО,ст. Маяковская
1284	25	24	Россия,Москва,Центральный АО,ст. Менделеевская
1604	25	24	Россия,Москва,Центральный АО,ст. Новокузнецкая
1624	25	24	Россия,Москва,Центральный АО,ст. Новослободская
1311	25	24	Россия,Москва,Центральный АО,ст. Октябрьская
1330	25	24	Россия,Москва,Центральный АО,ст. Охотный ряд
1619	25	24	Россия,Москва,Центральный АО,ст. Павелецкая
1617	25	24	Россия,Москва,Центральный АО,ст. Парк Культуры
1502	25	24	Россия,Москва,Центральный АО,ст. Площадь Ильича
1430	25	24	Россия,Москва,Центральный АО,ст. Площадь Революции
1288	25	24	Россия,Москва,Центральный АО,ст. Полянка
1512	25	24	Россия,Москва,Центральный АО,ст. Пролетарская
1623	25	24	Россия,Москва,Центральный АО,ст. Проспект Мира
1514	25	24	Россия,Москва,Центральный АО,ст. Пушкинская
1584	25	24	Россия,Москва,Центральный АО,ст. Римская
1289	25	24	Россия,Москва,Центральный АО,ст. Серпуховская
1427	25	24	Россия,Москва,Центральный АО,ст. Смоленская
1333	25	24	Россия,Москва,Центральный АО,ст. Спортивная
1315	25	24	Россия,Москва,Центральный АО,ст. Сухаревская
1620	25	24	Россия,Москва,Центральный АО,ст. Таганская
1606	25	24	Россия,Москва,Центральный АО,ст. Тверская
1605	25	24	Россия,Москва,Центральный АО,ст. Театральная
1312	25	24	Россия,Москва,Центральный АО,ст. Третьяковская
3253	25	24	Россия,Москва,Центральный АО,ст. Тургеневская
1516	25	24	Россия,Москва,Центральный АО,ст. Улица 1905 года
1332	25	24	Россия,Москва,Центральный АО,ст. Фрунзенская
1285	25	24	Россия,Москва,Центральный АО,ст. Цветной бульвар
1286	25	24	Россия,Москва,Центральный АО,ст. Чеховская
1328	25	24	Россия,Москва,Центральный АО,ст. Чистые пруды
1585	25	24	Россия,Москва,Центральный АО,ст. Чкаловская
3257	25	24	Россия,Москва,Юго-восточный АО
1592	25	24	Россия,Москва,Юго-восточный АО,ст. Братиславская
1511	25	24	Россия,Москва,Юго-восточный АО,ст. Волгоградский проспект
1590	25	24	Россия,Москва,Юго-восточный АО,ст. Волжская
1587	25	24	Россия,Москва,Юго-восточный АО,ст. Дубровка
1588	25	24	Россия,Москва,Юго-восточный АО,ст. Кожуховская
1509	25	24	Россия,Москва,Юго-восточный АО,ст. Кузьминки
1591	25	24	Россия,Москва,Юго-восточный АО,ст. Люблино
1593	25	24	Россия,Москва,Юго-восточный АО,ст. Марьино
1589	25	24	Россия,Москва,Юго-восточный АО,ст. Печатники
1508	25	24	Россия,Москва,Юго-восточный АО,ст. Рязанский проспект
1510	25	24	Россия,Москва,Юго-восточный АО,ст. Текстильщики
3259	25	24	Россия,Москва,Юго-западный АО
1309	25	24	Россия,Москва,Юго-западный АО,ст. Ленинский проспект
1295	25	24	Россия,Москва,Юго-западный АО,ст. Чертановская
1308	25	24	Россия,Москва,Юго-западный АО,ст. Академическая
1304	25	24	Россия,Москва,Юго-западный АО,ст. Беляево
1300	25	24	Россия,Москва,Юго-западный АО,ст. Битцевский парк
3188	25	24	Россия,Москва,Юго-западный АО,ст. Бульвар Дмитрия Донского
1305	25	24	Россия,Москва,Юго-западный АО,ст. Калужская
1595	25	24	Россия,Москва,Юго-западный АО,ст. Каховская
1303	25	24	Россия,Москва,Юго-западный АО,ст. Коньково
1334	25	24	Россия,Москва,Юго-западный АО,ст. Ленинские горы
1293	25	24	Россия,Москва,Юго-западный АО,ст. Нахимовский проспект
1306	25	24	Россия,Москва,Юго-западный АО,ст. Новые Черемушки
1307	25	24	Россия,Москва,Юго-западный АО,ст. Профсоюзная
1294	25	24	Россия,Москва,Юго-западный АО,ст. Севастопольская
1302	25	24	Россия,Москва,Юго-западный АО,ст. Теплый Стан
1335	25	24	Россия,Москва,Юго-западный АО,ст. Университет
1301	25	24	Россия,Москва,Юго-западный АО,ст. Ясенево
3258	25	24	Россия,Москва,Южный АО
1603	25	24	Россия,Москва,Южный АО,ст. Автозаводская
1298	25	24	Россия,Москва,Южный АО,ст. Аннино
1594	25	24	Россия,Москва,Южный АО,ст. Варшавская
1597	25	24	Россия,Москва,Южный АО,ст. Домодедовская
1600	25	24	Россия,Москва,Южный АО,ст. Кантемировская
1601	25	24	Россия,Москва,Южный АО,ст. Каширская
1602	25	24	Россия,Москва,Южный АО,ст. Коломенская
1596	25	24	Россия,Москва,Южный АО,ст. Красногвардейская
1291	25	24	Россия,Москва,Южный АО,ст. Нагатинская
1292	25	24	Россия,Москва,Южный АО,ст. Нагорная
1598	25	24	Россия,Москва,Южный АО,ст. Орехово
1297	25	24	Россия,Москва,Южный АО,ст. Пражская
1290	25	24	Россия,Москва,Южный АО,ст. Тульская
1299	25	24	Россия,Москва,Южный АО,ст. Улица Академика Янгеля
1599	25	24	Россия,Москва,Южный АО,ст. Царицыно
1310	25	24	Россия,Москва,Южный АО,ст. Шаболовская
1296	25	24	Россия,Москва,Южный АО,ст. Южная
226	226	24	Россия,Санкт-Петербург
1970	226	24	Россия,Санкт-Петербург,Адмиралтейский р-н
1968	226	24	Россия,Санкт-Петербург,Василеостровский р-н
1964	226	24	Россия,Санкт-Петербург,Выборгский р-н
1377	226	24	Россия,Санкт-Петербург,Зеленогорск
1965	226	24	Россия,Санкт-Петербург,Калининский р-н
1971	226	24	Россия,Санкт-Петербург,Кировский р-н
1961	226	24	Россия,Санкт-Петербург,Колпино
1975	226	24	Россия,Санкт-Петербург,Колпинский р-н
1966	226	24	Россия,Санкт-Петербург,Красногвардейский р-н
1383	226	24	Россия,Санкт-Петербург,Красное Село
1978	226	24	Россия,Санкт-Петербург,Красносельский р-н
1981	226	24	Россия,Санкт-Петербург,Кронштадский р-н
1382	226	24	Россия,Санкт-Петербург,Кронштадт
1962	226	24	Россия,Санкт-Петербург,Курортный р-н
1385	226	24	Россия,Санкт-Петербург,Ломоносов
1980	226	24	Россия,Санкт-Петербург,Ломоносовский р-н
1972	226	24	Россия,Санкт-Петербург,Московский р-н
1974	226	24	Россия,Санкт-Петербург,Невский р-н
1387	226	24	Россия,Санкт-Петербург,Павловск
1977	226	24	Россия,Санкт-Петербург,Павловский р-н
1982	226	24	Россия,Санкт-Петербург,Петергоф
1967	226	24	Россия,Санкт-Петербург,Петроградский р-н
1960	226	24	Россия,Санкт-Петербург,Петродворец
1979	226	24	Россия,Санкт-Петербург,Петродворцовый р-н
1963	226	24	Россия,Санкт-Петербург,Приморский р-н
1388	226	24	Россия,Санкт-Петербург,Пушкин
1976	226	24	Россия,Санкт-Петербург,Пушкинский р-н
1390	226	24	Россия,Санкт-Петербург,Сестрорецк
1973	226	24	Россия,Санкт-Петербург,Фрунзенский р-н
1969	226	24	Россия,Санкт-Петербург,Центральный р-н
3186	0	24	Россия,Дальневосточный ФО
233	233	24	Россия,Дальневосточный ФО,Саха (Якутия)
474	233	24	Россия,Дальневосточный ФО,Саха (Якутия),Алдан
2809	233	24	Россия,Дальневосточный ФО,Саха (Якутия),Верхоянск
2804	233	24	Россия,Дальневосточный ФО,Саха (Якутия),Вилюйск
475	233	24	Россия,Дальневосточный ФО,Саха (Якутия),Ленск
477	233	24	Россия,Дальневосточный ФО,Саха (Якутия),Мирный
476	233	24	Россия,Дальневосточный ФО,Саха (Якутия),Нерюнгри
2806	233	24	Россия,Дальневосточный ФО,Саха (Якутия),Олекминск
3115	233	24	Россия,Дальневосточный ФО,Саха (Якутия),Покровск
2808	233	24	Россия,Дальневосточный ФО,Саха (Якутия),Среднеколымск
2807	233	24	Россия,Дальневосточный ФО,Саха (Якутия),Томмот
2805	233	24	Россия,Дальневосточный ФО,Саха (Якутия),Удачный
478	233	24	Россия,Дальневосточный ФО,Саха (Якутия),Усть-Нера
479	233	24	Россия,Дальневосточный ФО,Саха (Якутия),Якутск
2263	233	24	Россия,Дальневосточный ФО,Саха (Якутия),Другое
232	232	24	Россия,Дальневосточный ФО,Приморский край
2819	232	24	Россия,Дальневосточный ФО,Приморский край,Арсеньев
464	232	24	Россия,Дальневосточный ФО,Приморский край,Артем
465	232	24	Россия,Дальневосточный ФО,Приморский край,Большой Камень
466	232	24	Россия,Дальневосточный ФО,Приморский край,Владивосток
2817	232	24	Россия,Дальневосточный ФО,Приморский край,Дальнегорск
2818	232	24	Россия,Дальневосточный ФО,Приморский край,Дальнереченск
3359	232	24	Россия,Дальневосточный ФО,Приморский край,Кавалерово
467	232	24	Россия,Дальневосточный ФО,Приморский край,Камень-Рыболов
468	232	24	Россия,Дальневосточный ФО,Приморский край,Лесозаводск
469	232	24	Россия,Дальневосточный ФО,Приморский край,Лучегорск
470	232	24	Россия,Дальневосточный ФО,Приморский край,Находка
471	232	24	Россия,Дальневосточный ФО,Приморский край,Партизанск
472	232	24	Россия,Дальневосточный ФО,Приморский край,Пластун
2816	232	24	Россия,Дальневосточный ФО,Приморский край,Спасск-Дальний
473	232	24	Россия,Дальневосточный ФО,Приморский край,Уссурийск
2258	232	24	Россия,Дальневосточный ФО,Приморский край,Другое
235	235	24	Россия,Дальневосточный ФО,Хабаровский край
487	235	24	Россия,Дальневосточный ФО,Хабаровский край,Амурск
2821	235	24	Россия,Дальневосточный ФО,Хабаровский край,Бикин
488	235	24	Россия,Дальневосточный ФО,Хабаровский край,Ванино
2820	235	24	Россия,Дальневосточный ФО,Хабаровский край,Вяземский
489	235	24	Россия,Дальневосточный ФО,Хабаровский край,Комсомольск-на-Амуре
490	235	24	Россия,Дальневосточный ФО,Хабаровский край,Николаевск-на-Амуре
491	235	24	Россия,Дальневосточный ФО,Хабаровский край,Советская Гавань
3353	235	24	Россия,Дальневосточный ФО,Хабаровский край,Солнечный
492	235	24	Россия,Дальневосточный ФО,Хабаровский край,Хабаровск
2280	235	24	Россия,Дальневосточный ФО,Хабаровский край,Другое
227	227	24	Россия,Дальневосточный ФО,Амурская обл.
455	227	24	Россия,Дальневосточный ФО,Амурская обл.,Белогорск
456	227	24	Россия,Дальневосточный ФО,Амурская обл.,Благовещенск
2814	227	24	Россия,Дальневосточный ФО,Амурская обл.,Завитинск
2813	227	24	Россия,Дальневосточный ФО,Амурская обл.,Зея
2815	227	24	Россия,Дальневосточный ФО,Амурская обл.,Райчихинск
2812	227	24	Россия,Дальневосточный ФО,Амурская обл.,Свободный
2811	227	24	Россия,Дальневосточный ФО,Амурская обл.,Сковородино
457	227	24	Россия,Дальневосточный ФО,Амурская обл.,Тында
2217	227	24	Россия,Дальневосточный ФО,Амурская обл.,Шимановск
2218	227	24	Россия,Дальневосточный ФО,Амурская обл.,Другое
229	229	24	Россия,Дальневосточный ФО,Камчатская обл.
460	229	24	Россия,Дальневосточный ФО,Камчатская обл.,Елизово
2822	229	24	Россия,Дальневосточный ФО,Камчатская обл.,Ключи
459	229	24	Россия,Дальневосточный ФО,Камчатская обл.,Петропавловск-Камч.
2234	229	24	Россия,Дальневосточный ФО,Камчатская обл.,Другое
231	231	24	Россия,Дальневосточный ФО,Магаданская обл.
462	231	24	Россия,Дальневосточный ФО,Магаданская обл.,Магадан
2823	231	24	Россия,Дальневосточный ФО,Магаданская обл.,Сусуман
463	231	24	Россия,Дальневосточный ФО,Магаданская обл.,Ягодное
2246	231	24	Россия,Дальневосточный ФО,Магаданская обл.,Другое
234	234	24	Россия,Дальневосточный ФО,Сахалинская обл.
480	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Александровск-Сахалинский
2829	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Анива
2833	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Горнозаводск
2825	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Долинск
481	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Корсаков
482	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Красногорск
2826	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Курильск
2832	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Лесогорск
2836	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Макаров
2830	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Невельск
483	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Оха
2828	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Поронайск
2824	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Северо-Курильск
2827	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Томари
2831	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Углегорск
484	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Холмск
2834	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Чехов
2835	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Шахтерск
485	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Южно-Курильск
486	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Южно-Сахалинск
2264	234	24	Россия,Дальневосточный ФО,Сахалинская обл.,Другое
228	228	24	Россия,Дальневосточный ФО,Еврейская АО
458	228	24	Россия,Дальневосточный ФО,Еврейская АО,Биробиджан
2810	228	24	Россия,Дальневосточный ФО,Еврейская АО,Облучье
2226	228	24	Россия,Дальневосточный ФО,Еврейская АО,Другое
230	230	24	Россия,Дальневосточный ФО,Корякский АО
461	230	24	Россия,Дальневосточный ФО,Корякский АО,Полана
2239	230	24	Россия,Дальневосточный ФО,Корякский АО,Другое
236	236	24	Россия,Дальневосточный ФО,Чукотский АО
493	236	24	Россия,Дальневосточный ФО,Чукотский АО,Анадырь
2287	236	24	Россия,Дальневосточный ФО,Чукотский АО,Другое
3183	236	24	Россия,Приволжский ФО
237	237	24	Россия,Приволжский ФО,Башкортостан
2850	237	24	Россия,Приволжский ФО,Башкортостан,Агидель
2851	237	24	Россия,Приволжский ФО,Башкортостан,Агидель
2657	237	24	Россия,Приволжский ФО,Башкортостан,Баймак
2662	237	24	Россия,Приволжский ФО,Башкортостан,Белебей
494	237	24	Россия,Приволжский ФО,Башкортостан,Белорецк
2658	237	24	Россия,Приволжский ФО,Башкортостан,Бирск
2660	237	24	Россия,Приволжский ФО,Башкортостан,Благовещенск
2659	237	24	Россия,Приволжский ФО,Башкортостан,Давлеканово
2663	237	24	Россия,Приволжский ФО,Башкортостан,Дюртюли
495	237	24	Россия,Приволжский ФО,Башкортостан,Ишимбай
496	237	24	Россия,Приволжский ФО,Башкортостан,Кумертау
2655	237	24	Россия,Приволжский ФО,Башкортостан,Мелеуз
497	237	24	Россия,Приволжский ФО,Башкортостан,Нефтекамск
2654	237	24	Россия,Приволжский ФО,Башкортостан,Октябрьский
499	237	24	Россия,Приволжский ФО,Башкортостан,Салават
2656	237	24	Россия,Приволжский ФО,Башкортостан,Сибай
498	237	24	Россия,Приволжский ФО,Башкортостан,Стерлитамак
500	237	24	Россия,Приволжский ФО,Башкортостан,Туймазы
2661	237	24	Россия,Приволжский ФО,Башкортостан,Туймазы
501	237	24	Россия,Приволжский ФО,Башкортостан,Уфа
502	237	24	Россия,Приволжский ФО,Башкортостан,Учалы
2664	237	24	Россия,Приволжский ФО,Башкортостан,Янаул
2220	237	24	Россия,Приволжский ФО,Башкортостан,Другое
240	240	24	Россия,Приволжский ФО,Марий-Эл
509	240	24	Россия,Приволжский ФО,Марий-Эл,Волжск
510	240	24	Россия,Приволжский ФО,Марий-Эл,Звенигово
511	240	24	Россия,Приволжский ФО,Марий-Эл,Йошкар-Ола
512	240	24	Россия,Приволжский ФО,Марий-Эл,Козьмодемьянск
2247	240	24	Россия,Приволжский ФО,Марий-Эл,Другое
241	241	24	Россия,Приволжский ФО,Мордовия
513	241	24	Россия,Приволжский ФО,Мордовия,Зубова Поляна
2147	241	24	Россия,Приволжский ФО,Мордовия,Инсар
2150	241	24	Россия,Приволжский ФО,Мордовия,Ковылкино
2148	241	24	Россия,Приволжский ФО,Мордовия,Краснослободск
2910	241	24	Россия,Приволжский ФО,Мордовия,Лямбирь
515	241	24	Россия,Приволжский ФО,Мордовия,Рузаевка
514	241	24	Россия,Приволжский ФО,Мордовия,Саранск
2149	241	24	Россия,Приволжский ФО,Мордовия,Темников
2923	241	24	Россия,Приволжский ФО,Мордовия,Чамзинка
2248	241	24	Россия,Приволжский ФО,Мордовия,Другое
248	248	24	Россия,Приволжский ФО,Татарстан
2569	248	24	Россия,Приволжский ФО,Татарстан,Агрыз
2575	248	24	Россия,Приволжский ФО,Татарстан,Азнакаево
569	248	24	Россия,Приволжский ФО,Татарстан,Альметьевск
570	248	24	Россия,Приволжский ФО,Татарстан,Апастово
2571	248	24	Россия,Приволжский ФО,Татарстан,Болгар
571	248	24	Россия,Приволжский ФО,Татарстан,Бугульма
2570	248	24	Россия,Приволжский ФО,Татарстан,Буинск
572	248	24	Россия,Приволжский ФО,Татарстан,Джалиль
573	248	24	Россия,Приволжский ФО,Татарстан,Елабуга
2576	248	24	Россия,Приволжский ФО,Татарстан,Заинск
574	248	24	Россия,Приволжский ФО,Татарстан,Зеленодольск
575	248	24	Россия,Приволжский ФО,Татарстан,Казань
2577	248	24	Россия,Приволжский ФО,Татарстан,Лениногорск
2572	248	24	Россия,Приволжский ФО,Татарстан,Мамадыш
576	248	24	Россия,Приволжский ФО,Татарстан,Менделеевск
2573	248	24	Россия,Приволжский ФО,Татарстан,Мензелинск
577	248	24	Россия,Приволжский ФО,Татарстан,Набережные Челны
578	248	24	Россия,Приволжский ФО,Татарстан,Нижнекамск
579	248	24	Россия,Приволжский ФО,Татарстан,Нурлат
2574	248	24	Россия,Приволжский ФО,Татарстан,Тетюши
580	248	24	Россия,Приволжский ФО,Татарстан,Чистополь
2271	248	24	Россия,Приволжский ФО,Татарстан,Другое
249	249	24	Россия,Приволжский ФО,Удмуртия
3311	249	24	Россия,Приволжский ФО,Удмуртия,Вавож
581	249	24	Россия,Приволжский ФО,Удмуртия,Воткинск
582	249	24	Россия,Приволжский ФО,Удмуртия,Глазов
583	249	24	Россия,Приволжский ФО,Удмуртия,Игра
584	249	24	Россия,Приволжский ФО,Удмуртия,Ижевск
2665	249	24	Россия,Приволжский ФО,Удмуртия,Камбарка
585	249	24	Россия,Приволжский ФО,Удмуртия,Можга
586	249	24	Россия,Приволжский ФО,Удмуртия,Сарапул
587	249	24	Россия,Приволжский ФО,Удмуртия,Ува
2277	249	24	Россия,Приволжский ФО,Удмуртия,Другое
251	251	24	Россия,Приволжский ФО,Чувашия
2158	251	24	Россия,Приволжский ФО,Чувашия,Алатырь
2156	251	24	Россия,Приволжский ФО,Чувашия,Канаш
2151	251	24	Россия,Приволжский ФО,Чувашия,Козловка
2152	251	24	Россия,Приволжский ФО,Чувашия,Марьинский Посад
2155	251	24	Россия,Приволжский ФО,Чувашия,Новочебоксарск
2153	251	24	Россия,Приволжский ФО,Чувашия,Цивильск
592	251	24	Россия,Приволжский ФО,Чувашия,Чебоксары
2157	251	24	Россия,Приволжский ФО,Чувашия,Шумерля
2154	251	24	Россия,Приволжский ФО,Чувашия,Ядрин
2286	251	24	Россия,Приволжский ФО,Чувашия,Другое
238	238	24	Россия,Приволжский ФО,Кировская обл.
2168	238	24	Россия,Приволжский ФО,Кировская обл.,Белая Холуница
503	238	24	Россия,Приволжский ФО,Кировская обл.,Вятские Поляны
2164	238	24	Россия,Приволжский ФО,Кировская обл.,Зуевка
504	238	24	Россия,Приволжский ФО,Кировская обл.,Киров
505	238	24	Россия,Приволжский ФО,Кировская обл.,Кирово-Чепецк
2160	238	24	Россия,Приволжский ФО,Кировская обл.,Кирс
506	238	24	Россия,Приволжский ФО,Кировская обл.,Котельнич
2167	238	24	Россия,Приволжский ФО,Кировская обл.,Луза
2159	238	24	Россия,Приволжский ФО,Кировская обл.,Малмыж
2169	238	24	Россия,Приволжский ФО,Кировская обл.,Мураши
2163	238	24	Россия,Приволжский ФО,Кировская обл.,Нолинск
2170	238	24	Россия,Приволжский ФО,Кировская обл.,Омутнинск
2166	238	24	Россия,Приволжский ФО,Кировская обл.,Слободской
2165	238	24	Россия,Приволжский ФО,Кировская обл.,Советск
2162	238	24	Россия,Приволжский ФО,Кировская обл.,Сосновка
2171	238	24	Россия,Приволжский ФО,Кировская обл.,Уржум
2161	238	24	Россия,Приволжский ФО,Кировская обл.,Халтурин
507	238	24	Россия,Приволжский ФО,Кировская обл.,Яранск
2237	238	24	Россия,Приволжский ФО,Кировская обл.,Другое
242	242	24	Россия,Приволжский ФО,Нижегородская обл.
516	242	24	Россия,Приволжский ФО,Нижегородская обл.,Арзамас
517	242	24	Россия,Приволжский ФО,Нижегородская обл.,Балахна
2139	242	24	Россия,Приволжский ФО,Нижегородская обл.,Богородск
518	242	24	Россия,Приволжский ФО,Нижегородская обл.,Бор
519	242	24	Россия,Приволжский ФО,Нижегородская обл.,Вахтан
520	242	24	Россия,Приволжский ФО,Нижегородская обл.,Ветлуга
2140	242	24	Россия,Приволжский ФО,Нижегородская обл.,Володарск
2138	242	24	Россия,Приволжский ФО,Нижегородская обл.,Ворсма
521	242	24	Россия,Приволжский ФО,Нижегородская обл.,Выкса
2137	242	24	Россия,Приволжский ФО,Нижегородская обл.,Горбатов
522	242	24	Россия,Приволжский ФО,Нижегородская обл.,Городец
523	242	24	Россия,Приволжский ФО,Нижегородская обл.,Дзержинск
524	242	24	Россия,Приволжский ФО,Нижегородская обл.,Заволжье
2891	242	24	Россия,Приволжский ФО,Нижегородская обл.,Ильиногорск
525	242	24	Россия,Приволжский ФО,Нижегородская обл.,Кстово
2145	242	24	Россия,Приволжский ФО,Нижегородская обл.,Кулебаки
2143	242	24	Россия,Приволжский ФО,Нижегородская обл.,Лукоянов
2144	242	24	Россия,Приволжский ФО,Нижегородская обл.,Лысково
2146	242	24	Россия,Приволжский ФО,Нижегородская обл.,Навашино
526	242	24	Россия,Приволжский ФО,Нижегородская обл.,Нижний Новгород
527	242	24	Россия,Приволжский ФО,Нижегородская обл.,Павлово
2135	242	24	Россия,Приволжский ФО,Нижегородская обл.,Первомайск
528	242	24	Россия,Приволжский ФО,Нижегородская обл.,Саров
529	242	24	Россия,Приволжский ФО,Нижегородская обл.,Семенов
530	242	24	Россия,Приволжский ФО,Нижегородская обл.,Сергач
2141	242	24	Россия,Приволжский ФО,Нижегородская обл.,Урень
2136	242	24	Россия,Приволжский ФО,Нижегородская обл.,Чкаловск
2897	242	24	Россия,Приволжский ФО,Нижегородская обл.,Шатки
2142	242	24	Россия,Приволжский ФО,Нижегородская обл.,Шахунья
2251	242	24	Россия,Приволжский ФО,Нижегородская обл.,Другое
243	243	24	Россия,Приволжский ФО,Оренбургская обл.
2678	243	24	Россия,Приволжский ФО,Оренбургская обл.,Абдулино
